Certificate,Runtime,Genre,IMDB_Rating,Meta_score,Director,No_of_Votes,Gross,Released_Decade
A,93,Comedy,8.0,92.0,Woody Allen,251823,39.2,1970s
A,124,Adventure,8.0,87.0,Steven Spielberg,543388,260.0,1970s
U,125,Biography,8.0,86.0,Sidney Lumet,235652,50.0,1970s
A,106,Comedy,8.0,80.0,Mel Brooks,143359,86.3,1970s
R,151,Biography,8.0,58.0,Franklin J. Schaffner,121627,53.267,1970s
A,122,Horror,8.0,81.0,William Friedkin,362393,232.906145,1970s
PG,138,Mystery,8.0,76.42857142857143,Joseph L. Mankiewicz,44748,4.081254,1970s
R,118,Drama,8.0,93.0,Peter Bogdanovich,42456,29.133,1970s
G,181,Drama,8.0,67.0,Norman Jewison,39491,80.5,1970s
UA,113,Drama,8.0,100.0,Bernardo Bertolucci,27067,0.54194,1960s
PG,110,Biography,8.0,66.0,George Roy Hill,201888,102.308889,1960s
U,112,Adventure,8.0,79.0,Franklin J. Schaffner,165167,33.395426,1960s
A,106,Comedy,8.0,83.0,Mike Nichols,253676,104.945305,1960s
U,172,Biography,8.0,63.0,Robert Wise,205425,163.214286,1960s
A,197,Drama,8.0,69.0,David Lean,69903,111.722,1960s
A,99,Action,8.0,65.0,Sergio Leone,198219,14.5,1960s
A,134,Drama,8.0,90.0,Robert Rossen,75067,8.284,1960s
A,174,Comedy,8.0,95.0,Federico Fellini,66621,19.516,1950s
Passed,141,Action,8.0,93.0,Howard Hawks,56305,12.535,1950s
PG-13,95,Crime,8.0,99.0,Orson Welles,98431,2.237659,1950s
A,108,Drama,8.0,84.0,Richard Brooks,45062,17.570324,1950s
A,122,Drama,8.0,97.0,Elia Kazan,99182,8.0,1950s
U,86,Drama,8.0,92.0,David Lean,35601,9.46,1940s
Passed,88,Drama,8.0,79.15668202764977,Otto Preminger,42725,4.36,1940s
Approved,170,Drama,8.0,93.0,William Wyler,57259,23.65,1940s
Passed,129,Drama,8.0,96.0,John Ford,85559,0.055,1930s
U,102,Adventure,8.0,92.0,Victor Fleming,371379,2.07602,1930s
TV-PG,91,Comedy,8.0,86.0,W.S. Van Dyke,26642,4.36,1930s
U,152,Drama,8.0,91.0,Lewis Milestone,57318,3.27,1920s
UA,130,Comedy,7.9,82.0,Rian Johnson,454203,165.359751,2010s
A,121,Crime,7.9,93.0,Hirokazu Koreeda,62754,3.313513,2010s
U,137,Comedy,7.9,94.0,Noah Baumbach,246644,2.0,2010s
UA,132,Drama,7.9,93.0,Luca Guadagnino,212651,18.095701,2010s
UA,100,Drama,7.9,78.0,Ken Loach,53818,0.258168,2010s
U,101,Animation,7.9,82.0,Wes Anderson,139114,32.015231,2010s
UA,101,Adventure,7.9,81.0,Taika Waititi,111483,5.202582,2010s
R,118,Comedy,7.9,72.0,Matt Ross,189400,5.875006,2010s
PG-13,106,Comedy,7.9,79.0,John Carney,85109,3.237118,2010s
UA,130,Action,7.9,74.0,Taika Waititi,587775,315.058289,2010s
A,117,Crime,7.9,76.0,Dan Gilroy,466134,32.381218,2010s
UA,108,Comedy,7.9,58.0,Taika Waititi,297918,0.349555,2010s
UA,116,Drama,7.9,81.0,Denis Villeneuve,594181,100.546139,2010s
U,138,Action,7.9,80.0,J.J. Abrams,860823,936.662225,2010s
R,109,Drama,7.9,94.0,Richard Linklater,141457,8.114627,2010s
UA,132,Action,7.9,75.0,Bryan Singer,659763,233.921534,2010s
U,100,Comedy,7.9,89.0,Michel Hazanavicius,230624,44.671682,2010s
UA,113,Action,7.9,71.0,Doug Liman,600004,100.206256,2010s
UA,127,Drama,7.9,94.0,Michael Haneke,93090,6.739492,2010s
R,209,Biography,7.9,94.0,Martin Scorsese,324720,7.0,2010s
A,155,Crime,7.9,90.0,Jacques Audiard,93560,2.084637,2000s
R,97,Drama,7.9,67.0,Duncan Jones,335152,5.009677,2000s
R,114,Crime,7.9,82.0,Tomas Alfredson,205609,2.122065,2000s
A,112,Action,7.9,81.0,Neill Blomkamp,638202,115.646235,2000s
UA,109,Drama,7.9,80.0,Darren Aronofsky,289415,26.236603,2000s
U,138,Comedy,7.9,78.08849557522124,Imtiaz Ali,47720,0.4108,2000s
A,165,Drama,7.9,100.0,Richard Linklater,335533,25.379975,2010s
UA,127,Action,7.9,82.0,J.J. Abrams,577336,257.730019,2000s
R,107,Comedy,7.9,67.0,Martin McDonagh,390334,7.75713,2000s
UA,141,Action,7.9,89.0,Clint Eastwood,154011,13.756082,2000s
R,117,Adventure,7.9,64.0,Tarsem Singh,107290,2.280348,2000s
U,127,Adventure,7.9,79.0,Ang Lee,580708,124.987023,2010s
PG,87,Animation,7.9,83.0,Wes Anderson,199696,21.002919,2000s
PG-13,97,Drama,7.9,56.0,Christophe Barratier,57430,3.635164,2000s
UA,126,Action,7.9,79.0,Jon Favreau,939644,318.412101,2000s
UA,99,Comedy,7.9,76.0,Edgar Wright,512249,13.542874,2000s
R,121,Drama,7.9,78.0,Fatih Akin,51325,26.852862545454546,2000s
A,138,Crime,7.9,84.0,Clint Eastwood,419420,90.135191,2000s
U,142,Adventure,7.9,82.0,Alfonso Cuarón,552493,249.358727,2000s
PG-13,120,Action,7.9,85.0,Yimou Zhang,173999,53.710019,2000s
R,112,Drama,7.9,86.0,Pedro Almodóvar,104691,9.284265,2000s
R,98,Comedy,7.9,84.0,Danis Tanovic,44618,1.05983,2000s
U,115,Animation,7.9,61.0,Shin'ichirô Watanabe,42897,1.000045,2000s
UA,119,Action,7.9,68.0,Doug Liman,508771,121.661683,2000s
R,114,Crime,7.9,80.0,Fabián Bielinsky,49721,1.221261,2000s
A,109,Adventure,7.9,84.0,Alfonso Cuarón,465113,35.552383,2000s
A,122,Adventure,7.9,90.0,Cameron Crowe,252586,32.53485,2000s
R,147,Drama,7.9,85.0,David Lynch,322031,7.220243,2000s
U,92,Animation,7.9,88.0,John Lasseter,527512,245.852179,1990s
R,155,Drama,7.9,85.0,Paul Thomas Anderson,239473,26.40064,1990s
U,111,Animation,7.9,75.0,Yoshifumi Kondô,51943,96.156069,1990s
A,102,Crime,7.9,77.0,Lee Tamahori,31590,2.201126,1990s
R,119,Crime,7.9,59.0,Tony Scott,206918,12.2815,1990s
U,94,Drama,7.9,85.0,Krzysztof Kieslowski,89836,1.324974,1990s
A,94,Animation,7.9,81.0945945945946,Yoshiaki Kawajiri,34529,40.3500295,1990s
A,144,Crime,7.9,65.0,Brian De Palma,201000,36.948322,1990s
U,105,Drama,7.9,74.0,Tim Burton,447368,56.362352,1990s
U,103,Biography,7.9,97.0,Jim Sheridan,68076,14.743391,1980s
PG-13,104,Comedy,7.9,77.0,Woody Allen,54670,18.254702,1980s
A,119,Crime,7.9,79.0,Brian De Palma,281842,76.270454,1980s
PG-13,107,Comedy,7.9,90.0,Woody Allen,67176,40.084041,1980s
U,132,Drama,7.9,84.0,Terry Gilliam,187567,9.929135,1980s
R,82,Comedy,7.9,92.0,Rob Reiner,128812,0.188751,1980s
U,93,Comedy,7.9,77.0,Bob Clark,132947,20.605209,1980s
U,133,Action,7.9,60.0,John Landis,183182,57.22989,1980s
R,96,Comedy,7.9,83.0,Woody Allen,131436,45.7,1970s
A,123,Drama,7.9,72.0,Bob Fosse,28223,37.823676,1970s
A,127,Action,7.9,71.0,George A. Romero,111512,5.1,1970s
U,138,Biography,7.9,84.0,Alan J. Pakula,103031,70.6,1970s
R,114,Adventure,7.9,76.0,Alejandro Jodorowsky,37183,0.061001,1970s
R,123,Comedy,7.9,78.08849557522124,Federico Fellini,39897,63.83091433333333,1970s
PG,102,Comedy,7.9,93.0,Luis Buñuel,38737,0.198809,1970s
U,172,Biography,7.9,91.0,Franklin J. Schaffner,93741,61.7,1960s
A,145,Action,7.9,97.0,Sam Peckinpah,77401,12.064472,1960s
PG,134,Biography,7.9,76.24050632911393,Anthony Harvey,29003,22.276975,1960s
U,110,Crime,7.9,75.0,Norman Jewison,67804,24.379978,1960s
U,113,Comedy,7.9,83.0,Stanley Donen,68689,13.474588,1960s
PG-13,126,Drama,7.9,94.0,John Frankenheimer,71122,4.05,1960s
A,197,Adventure,7.9,87.0,Stanley Kubrick,124339,30.0,1950s
U,144,Drama,7.9,79.15668202764977,Michelangelo Antonioni,26542,1.526,1950s
U,220,Adventure,7.9,78.46031746031746,Cecil B. DeMille,63560,93.74,1950s
Passed,119,Adventure,7.9,94.0,John Ford,80316,93.74,1950s
PG,85,Drama,7.9,89.0,Fred Zinnemann,97222,9.45,1950s
A,101,Crime,7.9,88.0,Alfred Hitchcock,123341,7.63,1950s
U,102,Drama,7.9,100.0,Alfred Hitchcock,92306,10.464,1940s
Passed,114,Crime,7.9,75.98717948717949,Howard Hawks,78796,6.54,1940s
Passed,101,Drama,7.9,79.15668202764977,Billy Wilder,33549,9.46,1940s
Passed,92,Comedy,7.9,78.08849557522124,Howard Hawks,53667,0.296,1930s
PG,102,Action,7.9,97.0,Michael Curtiz,47175,3.981,1930s
Passed,96,Comedy,7.9,78.08849557522124,Sam Wood,30580,2.53752,1930s
Passed,100,Adventure,7.9,90.0,Merian C. Cooper,78991,10.0,1930s
A,113,Action,7.8,51.0,Guy Ritchie,237392,487.998514,2010s
UA,138,Action,7.8,73.52941176470588,Meghna Gulzar,25344,306.93812225,2010s
R,120,Drama,7.8,81.0,Darius Marder,27187,69.1638115,2010s
UA,124,Drama,7.8,85.0,Asghar Farhadi,51240,2.402067,2010s
UA,106,Action,7.8,94.0,Christopher Nolan,555092,188.373161,2010s
UA,127,Biography,7.8,74.0,Theodore Melfi,200876,169.607287,2010s
U,103,Adventure,7.8,88.0,Paul King,61594,40.442052,2010s
A,148,Action,7.8,73.52941176470588,Abhishek Chaubey,27175,268.5173186,2010s
PG,101,Animation,7.8,84.0,Travis Knight,118035,48.023088,2010s
U,184,Biography,7.8,76.24050632911393,Neeraj Pandey,40416,1.782795,2010s
UA,137,Drama,7.8,96.0,Kenneth Lonergan,246963,47.69512,2010s
R,100,Drama,7.8,75.0,Martin Zandvliet,35539,0.435266,2010s
UA,133,Action,7.8,65.0,Gareth Edwards,556608,532.177324,2010s
UA,147,Action,7.8,75.0,Anthony Russo,663649,408.084349,2010s
A,168,Crime,7.8,68.0,Quentin Tarantino,517059,54.117416,2010s
U,135,Drama,7.8,91.0,Greta Gerwig,143250,108.101214,2010s
UA,94,Animation,7.8,62.0,Dorota Kobiela,50778,6.735118,2010s
R,119,Biography,7.8,79.0,Matthew Warchus,51841,43.03518833333334,2010s
PG-13,130,Drama,7.8,85.0,Asghar Farhadi,45002,1.330596,2010s
U,104,Drama,7.8,76.0,Ritesh Batra,50523,4.2315,2010s
UA,126,Comedy,7.8,78.08849557522124,Shoojit Sircar,39710,0.169209,2010s
U,102,Animation,7.8,74.0,Don Hall,410983,222.527828,2010s
R,123,Comedy,7.8,55.0,Richard Curtis,303032,15.322921,2010s
U,134,Comedy,7.8,78.08849557522124,Gauri Shinde,33618,1.670773,2010s
PG-13,126,Animation,7.8,83.0,Hayao Miyazaki,73690,5.20958,2010s
U,100,Animation,7.8,84.0,Josh Cooley,203177,434.038008,2010s
R,131,Crime,7.8,49.0,Giuseppe Tornatore,108399,0.085433,2010s
A,94,Comedy,7.8,84.0,Wes Anderson,318789,45.512466,2010s
U,102,Animation,7.8,76.0,Dean DeBlois,305611,177.002924,2010s
A,130,Biography,7.8,81.0,Adam McKay,362942,70.25987,2010s
R,158,Crime,7.8,71.0,David Fincher,423010,102.515793,2010s
UA,134,Adventure,7.8,82.0,Paul Greengrass,421244,107.100855,2010s
R,119,Action,7.8,73.52941176470588,Jeong-beom Lee,62848,0.00646,2010s
R,147,Biography,7.8,72.0,F. Gary Gray,179264,161.197785,2010s
R,129,Crime,7.8,79.0,Bong Joon Ho,52758,0.547292,2000s
UA,161,Adventure,7.8,66.0,Peter Jackson,601408,258.366855,2010s
UA,144,Drama,7.8,82.0,Michael Haneke,68715,2.222647,2000s
R,152,Crime,7.8,76.0,Niels Arden Oplev,208994,10.09517,2000s
UA,116,Biography,7.8,79.0,David O. Russell,340584,93.617009,2010s
A,90,Action,7.8,51.0,Pierre Morel,564791,145.000989,2000s
PG-13,94,Drama,7.8,55.0,Mark Herman,190748,9.030581,2000s
R,86,Drama,7.8,88.0,John Carney,110656,9.439923,2000s
UA,169,Adventure,7.8,58.0,Peter Jackson,757377,303.003568,2010s
R,123,Drama,7.8,85.0,Joe Wright,251370,50.927067,2000s
A,100,Crime,7.8,78.0,Nicolas Winding Refn,571571,35.061555,2010s
A,157,Biography,7.8,76.0,Ridley Scott,392449,130.164645,2000s
UA,162,Action,7.8,83.0,James Cameron,1118998,760.507625,2000s
R,141,Drama,7.8,63.0,Jaco Van Dormael,216421,0.0036,2000s
A,139,Action,7.8,68.0,Mel Gibson,291018,50.866635,2000s
UA,101,Comedy,7.8,80.0,Jonathan Dayton,439856,59.891098,2000s
UA,121,Action,7.8,81.0,Edgar Wright,463466,23.637265,2000s
UA,166,Drama,7.8,70.0,David Fincher,589160,127.509326,2000s
U,192,Drama,7.8,67.0,Yash Chopra,49050,2.921738,2000s
R,94,Comedy,7.8,51.0,Anders Thomas Jensen,45717,0.001305,2000s
PG,129,Drama,7.8,82.0,Joe Wright,258924,38.405088,2000s
U,127,Biography,7.8,68.0,Roger Donaldson,51980,5.128124,2000s
UA,90,Animation,7.8,73.0,Satoshi Kon,31658,0.128985,2000s
PG-13,119,Action,7.8,74.0,Joss Whedon,283310,25.514517,2000s
PG-13,136,Biography,7.8,72.0,James Mangold,234207,119.519402,2000s
A,123,Drama,7.8,53.0,Nick Cassavetes,520284,81.001787,2000s
U,126,Adventure,7.8,75.0,Walter Salles,96703,16.756372,2000s
R,109,Crime,7.8,82.0,Lukas Moodysson,42673,0.181655,2000s
PG-13,80,Animation,7.8,91.0,Sylvain Chomet,50622,7.002255,2000s
PG-13,131,Action,7.8,61.0,Kevin Reynolds,129022,54.234062,2000s
R,99,Animation,7.8,83.0,Richard Linklater,60684,2.892011,2000s
U,113,Biography,7.8,48.0,Boaz Yakin,198089,115.654751,2000s
UA,120,Action,7.8,94.0,Ang Lee,253228,128.078872,2000s
R,101,Drama,7.8,87.0,Pedro Almodóvar,89058,8.26453,1990s
UA,143,Adventure,7.8,73.0,Robert Zemeckis,524235,233.632142,2000s
R,108,Action,7.8,44.0,Troy Duffy,227143,0.025812,1990s
UA,157,Biography,7.8,84.0,Michael Mann,159886,28.965197,1990s
PG,108,Biography,7.8,71.0,Joe Johnston,82855,32.481825,1990s
U,90,Animation,7.8,84.0,Andrew Adamson,613941,267.665011,2000s
UA,194,Drama,7.8,75.0,James Cameron,1046089,659.325379,1990s
UA,106,Drama,7.8,64.0,Andrew Niccol,280845,12.339633,1990s
UA,129,Action,7.8,61.0,David Fincher,345096,48.323648,1990s
R,159,Drama,7.8,76.0,Lars von Trier,62428,4.040691,1990s
U,127,Biography,7.8,70.0,Tim Burton,164937,5.887457,1990s
U,118,Drama,7.8,73.0,Lasse Hallström,215034,9.170214,1990s
R,130,Action,7.8,50.0,George P. Cosmatos,126871,56.505065,1990s
U,101,Comedy,7.8,55.0,David Mickey Evans,78963,32.416586,1990s
U,134,Drama,7.8,84.0,James Ivory,66065,22.954968,1990s
U,130,Action,7.8,87.0,Andrew Davis,267684,183.87576,1990s
R,121,Crime,7.8,80.0,Robert De Niro,128171,17.266971,1990s
PG,76,Animation,7.8,81.0945945945946,Kevin Altieri,43690,5.617391,1990s
R,128,Action,7.8,73.52941176470588,John Woo,46700,75.505856,1990s
R,129,Comedy,7.8,68.0,Jim Jarmusch,55362,2.01581,1990s
R,98,Drama,7.8,86.0,Krzysztof Kieslowski,42376,1.999955,1990s
A,112,Crime,7.8,76.0,John Singleton,126082,57.504069,1990s
R,107,Drama,7.8,75.0,Rob Reiner,184740,61.276872,1990s
U,121,Biography,7.8,74.0,Penny Marshall,125276,52.096475,1990s
U,103,Animation,7.8,83.0,Hayao Miyazaki,124193,111.543479,1980s
R,122,Biography,7.8,78.0,Edward Zwick,122779,26.83,1980s
R,111,Action,7.8,82.0,John Woo,45624,197.171806,1980s
U,108,Adventure,7.8,57.0,Robert Zemeckis,481918,118.5,1980s
A,128,Crime,7.8,65.0,Alan Parker,88214,34.603943,1980s
A,107,Action,7.8,45.0,John McTiernan,371387,59.735548,1980s
A,84,Action,7.8,72.0,Sam Raimi,148359,5.923044,1980s
U,103,Comedy,7.8,61.0,John Hughes,321382,70.136369,1980s
R,107,Comedy,7.8,75.0,Jim Jarmusch,47834,1.436,1980s
U,114,Adventure,7.8,62.0,Richard Donner,244430,61.503218,1980s
U,154,Drama,7.8,78.0,Steven Spielberg,78321,98.467863,1980s
UA,97,Comedy,7.8,66.0,John Hughes,357026,45.875171,1980s
UA,141,Biography,7.8,76.0,Roland Joffé,51585,34.700291,1980s
UA,105,Action,7.8,71.0,Ivan Reitman,355413,238.632124,1980s
PG,193,Adventure,7.8,91.0,Philip Kaufman,56235,21.5,1980s
U,109,Comedy,7.8,73.0,Martin Scorsese,88511,2.5,1980s
U,115,Family,7.8,91.0,Steven Spielberg,372490,435.110554,1980s
A,105,Drama,7.8,77.0,Robert Benton,133351,106.26,1970s
PG,94,Drama,7.8,93.0,Terrence Malick,52852,48.979328,1970s
A,135,Western,7.8,69.0,Clint Eastwood,65659,31.8,1970s
PG,129,Adventure,7.8,91.0,John Huston,44917,130.6145985,1970s
U,113,Drama,7.8,85.0,Francis Ford Coppola,98611,4.42,1970s
U,72,Animation,7.8,73.0,René Laloux,25229,0.193817,1970s
A,143,Crime,7.8,80.0,Fred Zinnemann,37445,16.056255,1970s
PG,94,Action,7.8,93.0,Terrence Malick,66009,25.0,1970s
A,124,Drama,7.8,80.0,Bob Fosse,48334,42.765,1970s
U,100,Family,7.8,67.0,Mel Stuart,178731,4.0,1970s
A,113,Drama,7.8,79.0,John Schlesinger,101124,44.785053,1960s
U,170,Drama,7.8,95.0,George Cukor,86525,72.0,1960s
U,139,Comedy,7.8,88.0,Robert Stevenson,158029,102.272727,1960s
G,178,Action,7.8,75.0,Ken Annakin,52141,39.1,1960s
A,100,Horror,7.8,88.0,Jack Clayton,27007,2.616,1960s
U,90,Crime,7.8,75.98717948717949,Jean-Luc Godard,73251,0.336705,1950s
Passed,96,Adventure,7.8,93.0,John Ford,43621,2.07602,1930s
R,135,Drama,7.7,96.0,Alfonso Cuarón,140375,80.99030633333334,2010s
R,119,Action,7.7,66.0,David Leitch,478586,324.591735,2010s
R,107,Crime,7.7,73.0,Taylor Sheridan,205444,33.800859,2010s
R,104,Horror,7.7,85.0,Jordan Peele,492851,176.040665,2010s
UA,147,Action,7.7,86.0,Christopher McQuarrie,291257,220.159104,2010s
PG-13,116,Comedy,7.7,70.0,Hannes Holm,47444,3.358518,2010s
R,86,Comedy,7.7,76.0,Jemaine Clement,157498,3.333,2010s
U,103,Animation,7.7,72.0,James Simone,32798,0.765127,2010s
U,123,Biography,7.7,72.0,James Marsh,404182,35.893537,2010s
A,129,Action,7.7,60.0,Matthew Vaughn,590440,128.261724,2010s
UA,126,Drama,7.7,69.0,Josh Boone,344312,124.87235,2010s
PG-13,105,Comedy,7.7,74.0,Alfonso Gomez-Rejon,123210,6.743776,2010s
A,119,Comedy,7.7,87.0,Alejandro G. Iñárritu,580291,42.340598,2010s
A,180,Drama,7.7,89.0,Abdellatif Kechiche,138741,2.199675,2010s
U,130,Drama,7.7,40.0,Abhishek Kapoor,32628,1.122527,2010s
UA,136,Action,7.7,70.0,Anthony Russo,736182,259.766572,2010s
UA,159,Drama,7.7,79.15668202764977,Imtiaz Ali,39501,0.985912,2010s
UA,115,Adventure,7.7,87.0,Alexander Payne,112298,17.654912,2010s
U,101,Animation,7.7,72.0,Rich Moore,380195,189.422889,2010s
PG,108,Animation,7.7,70.0,Mark Osborne,56720,1.339152,2010s
PG-13,96,Comedy,7.7,81.0,Woody Allen,388089,56.816662,2010s
U,100,Animation,7.7,83.0,Christopher Miller,323982,257.760692,2010s
UA,91,Drama,7.7,96.0,Alfonso Cuarón,769145,274.092705,2010s
UA,132,Action,7.7,72.0,J.J. Abrams,463188,228.778661,2010s
UA,120,Biography,7.7,95.0,David Fincher,624982,96.962694,2010s
UA,131,Action,7.7,65.0,Matthew Vaughn,645512,146.408305,2010s
UA,100,Comedy,7.7,73.0,Todd Phillips,717559,277.322503,2000s
UA,143,Action,7.7,81.0,Sam Mendes,630614,304.360277,2010s
A,122,Comedy,7.7,81.0,David O. Russell,661871,132.092958,2010s
A,120,Biography,7.7,86.0,Ben Affleck,572581,136.025503,2010s
UA,95,Comedy,7.7,76.0,Marc Webb,472242,32.391374,2000s
A,146,Adventure,7.7,65.0,David Yates,479120,295.983305,2010s
U,101,Animation,7.7,86.0,Hayao Miyazaki,125317,15.0904,2000s
R,122,Biography,7.7,80.0,Ron Howard,103330,18.593156,2000s
U,90,Animation,7.7,81.0,Satoshi Kon,71379,0.881302,2000s
R,141,Biography,7.7,63.0,Clint Eastwood,239203,35.739802,2000s
PG,90,Comedy,7.7,45.0,Rob Reiner,81446,1.752214,2010s
U,98,Animation,7.7,81.0945945945946,Mamoru Hosoda,60368,0.881302,2000s
UA,108,Drama,7.7,78.0,Alex Garland,474141,25.442958,2010s
R,120,Drama,7.7,78.0,Susanne Bier,32001,0.412544,2000s
R,123,Biography,7.7,74.0,Kevin Macdonald,175355,17.605861,2000s
UA,157,Crime,7.7,78.0,David Fincher,466080,33.080084,2000s
R,110,Action,7.7,53.0,Paul McGuigan,299524,22.494487,2000s
PG-13,116,Drama,7.7,70.0,Christian Carion,28003,1.054361,2000s
R,122,Biography,7.7,78.0,Anton Corbijn,61609,0.871577,2000s
U,100,Animation,7.7,71.0,Nathan Greno,405922,200.821936,2010s
R,145,Drama,7.7,71.0,Paul Verhoeven,72643,4.398392,2000s
A,134,Drama,7.7,87.0,Ang Lee,323103,83.043761,2000s
A,122,Action,7.7,76.0,James Mangold,288797,53.606916,2000s
UA,112,Crime,7.7,66.0,Paul Haggis,419483,54.5803,2000s
UA,99,Action,7.7,78.0,Stephen Chow,127250,17.108591,2000s
A,108,Action,7.7,73.0,Paul Greengrass,434841,176.241941,2000s
R,101,Drama,7.7,61.0,Brad Anderson,358432,1.082715,2000s
A,152,Biography,7.7,73.0,Taylor Hackford,138356,75.3316,2000s
UA,102,Comedy,7.7,89.0,Sofia Coppola,415074,44.585453,2000s
UA,157,Adventure,7.7,81.0,Mike Newell,548619,290.013036,2000s
UA,146,Action,7.7,47.0,Tony Scott,329592,77.911774,2000s
U,100,Animation,7.7,80.0,Henry Selick,197761,75.286229,2000s
UA,154,Action,7.7,55.0,Edward Zwick,400049,111.110575,2000s
R,114,Drama,7.7,83.0,Peter Mullan,25938,4.890878,2000s
R,121,Comedy,7.7,68.0,Wolfgang Becker,137981,4.0642,2000s
PG-13,105,Drama,7.7,76.0,Jim Sheridan,40403,15.539266,2000s
PG-13,132,Drama,7.7,28.0,Jessie Nelson,142863,40.311852,2000s
R,115,Comedy,7.7,83.0,Spike Jonze,178565,22.245861,2000s
A,144,Drama,7.7,74.0,Ridley Scott,364254,108.638745,2000s
A,117,Crime,7.7,72.0,Sam Mendes,246840,104.454762,2000s
R,120,Drama,7.7,60.0,Oliver Hirschbiegel,90842,0.141072,2000s
R,110,Drama,7.7,74.0,Stephen Daldry,126770,21.995263,2000s
R,95,Comedy,7.7,85.0,John Cameron Mitchell,31957,3.029081,2000s
UA,116,Crime,7.7,74.0,Steven Soderbergh,516372,183.41715,2000s
U,103,Animation,7.7,62.0,Yoshiaki Kawajiri,29210,0.151086,2000s
U,107,Adventure,7.7,69.0,Joel Coen,286742,45.512588,2000s
A,81,Animation,7.7,73.0,Trey Parker,192112,52.037603,1990s
R,89,Comedy,7.7,68.0,Mike Judge,241575,10.824921,1990s
A,122,Crime,7.7,69.0,Antoine Fuqua,390247,76.631907,2000s
UA,93,Comedy,7.7,86.0,Wes Anderson,169229,17.105219,1990s
U,119,Drama,7.7,79.15668202764977,Alejandro Amenábar,64082,0.368234,1990s
R,113,Comedy,7.7,90.0,Spike Jonze,312542,22.858926,1990s
A,139,Comedy,7.7,67.0,James L. Brooks,275755,148.478011,1990s
UA,126,Action,7.7,52.0,Luc Besson,434125,63.54002,1990s
PG-13,80,Comedy,7.7,73.0,Francis Veber,37424,4.065116,1990s
A,127,Biography,7.7,76.0,Mike Newell,279318,41.909762,1990s
U,105,Biography,7.7,87.0,Scott Hicks,51350,35.811509,1990s
A,129,Crime,7.7,47.0,Gregory Hoblit,189716,56.116183,1990s
PG-13,242,Drama,7.7,79.15668202764977,Kenneth Branagh,35991,4.414535,1990s
U,97,Drama,7.7,83.0,Alfonso Cuarón,32236,10.019307,1990s
U,108,Biography,7.7,81.0,Michael Radford,33600,21.848932,1990s
R,92,Comedy,7.7,70.0,Kevin Smith,211450,3.15113,1990s
R,188,Comedy,7.7,79.0,Robert Altman,42275,6.110979,1990s
UA,125,Drama,7.7,66.0,Jonathan Demme,224169,77.324422,1990s
G,85,Comedy,7.7,64.0,Brian Henson,50298,27.281507,1990s
U,202,Biography,7.7,73.0,Spike Lee,85819,48.169908,1990s
UA,112,Action,7.7,76.0,Michael Mann,150409,75.505856,1990s
U,94,Animation,7.7,83.0,Hayao Miyazaki,77798,217.350219,1990s
R,100,Crime,7.7,82.0,James Foley,95826,10.725228,1990s
U,138,Drama,7.7,62.0,Rob Reiner,235388,141.340178,1990s
PG-13,130,Drama,7.7,64.0,Jon Avnet,66941,82.418501,1990s
U,116,Comedy,7.7,69.0,Joel Coen,113240,6.153939,1990s
R,115,Crime,7.7,66.0,Joel Coen,125822,5.080409,1990s
U,104,Animation,7.7,83.0,Robert Zemeckis,182009,156.45237,1980s
R,107,Comedy,7.7,84.0,Bruce Robinson,40396,1.544889,1980s
U,163,Biography,7.7,76.0,Bernardo Bertolucci,94326,43.98423,1980s
U,153,Action,7.7,62.0,Steven Spielberg,115677,22.238696,1980s
R,130,Crime,7.7,54.0,Jean-Jacques Annaud,102031,7.153487,1980s
A,120,Drama,7.7,76.0,David Lynch,181285,8.551228,1980s
U,82,Comedy,7.7,75.0,Woody Allen,47102,10.631333,1980s
UA,97,Comedy,7.7,90.0,Martin Scorsese,59635,10.6,1980s
PG,79,Comedy,7.7,78.08849557522124,Woody Allen,39881,11.798616,1980s
U,129,Drama,7.7,77.0,Sidney Lumet,36096,54.0,1980s
U,113,Action,7.7,67.0,Nicholas Meyer,112704,78.912963,1980s
A,93,Action,7.7,61.0,Ted Kotcheff,226541,47.212904,1980s
U,124,Drama,7.7,86.0,Robert Redford,47099,54.8,1980s
U,88,Comedy,7.7,78.0,Jim Abrahams,214882,83.4,1980s
A,91,Horror,7.7,87.0,John Carpenter,233106,47.0,1970s
R,126,Drama,7.7,71.0,Roman Polanski,39889,1.924733,1970s
A,93,Comedy,7.7,73.0,Mel Brooks,125993,119.5,1970s
A,130,Biography,7.7,87.0,Sidney Lumet,109941,29.8,1970s
A,102,Action,7.7,83.0,Robert Clouse,96561,25.0,1970s
U,109,Adventure,7.7,80.0,John Boorman,98740,7.056013,1970s
A,104,Action,7.7,94.0,William Friedkin,110075,15.63071,1970s
A,102,Action,7.7,90.0,Don Siegel,143292,35.9,1970s
G,105,Comedy,7.7,86.0,Gene Saks,31572,44.527234,1960s
A,100,Drama,7.7,79.15668202764977,Luis Buñuel,40274,0.026331,1960s
U,120,Biography,7.7,72.0,Fred Zinnemann,31222,28.35,1960s
U,138,Drama,7.7,77.0,Cy Endfield,35999,72.0,1960s
A,110,Action,7.7,87.0,Guy Hamilton,174119,51.081062,1960s
A,119,Drama,7.7,90.0,Alfred Hitchcock,171739,11.403529,1960s
Passed,106,Drama,7.7,76.0,J. Lee Thompson,26457,4.05,1960s
